priority_rank,booking_id,hotel,arrival_date,total_nights,days_in_waiting_list,adr,risk_prob,risk_level,estimated_revenue,expected_realised_revenue
3247,81006,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3248,81007,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3249,81008,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3250,81009,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3251,81010,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3252,81011,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3253,81012,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3254,81013,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3255,81014,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3256,81015,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3257,81016,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3258,81017,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3259,81018,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3260,81019,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3261,81020,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3262,81021,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3263,81022,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3264,81023,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3265,81024,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3266,81025,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3267,81026,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3268,81027,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3269,81028,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3270,81029,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3271,81030,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3272,81031,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3273,81032,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3274,81033,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3275,81034,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3276,81035,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3277,81036,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3278,81037,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3279,81038,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3280,81039,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3281,81040,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3282,81041,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3283,81042,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3284,81043,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3285,81044,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3286,81045,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3287,81046,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3288,81047,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3289,81048,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3290,81049,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3291,81050,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3292,81051,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3293,81052,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3294,81053,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3295,81054,City Hotel,2016-01-22,1,35,75.0,1.0,High,75.0,0.0
3296,81115,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3297,81116,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3298,81117,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3299,81118,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3300,81119,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3301,81120,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3302,81121,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3303,81122,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3304,81123,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3305,81124,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3306,81125,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3307,81126,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3308,81127,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3309,81128,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3310,81129,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3311,81130,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3312,81131,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3313,81132,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3314,81133,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3315,81134,City Hotel,2016-03-30,3,28,80.0,1.0,High,240.0,0.0
3316,81549,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3317,81550,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3318,81551,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3319,81552,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3320,81553,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3321,81554,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3322,81555,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3323,81556,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3324,81557,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3325,81558,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3326,81559,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3327,81560,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3328,81561,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3329,81562,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3330,81563,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3331,81564,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3332,81565,City Hotel,2016-06-14,2,40,135.0,1.0,High,270.0,0.0
3333,81566,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3334,81567,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3335,81568,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3336,81569,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3337,81570,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3338,81571,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3339,81572,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3340,81573,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3341,81574,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3342,81575,City Hotel,2016-05-12,3,42,135.0,1.0,High,405.0,0.0
3343,81580,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3344,81581,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3345,81582,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3346,81583,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3347,81584,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3348,81585,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3349,81586,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3350,81587,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3351,81588,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3352,81589,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3353,81590,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3354,81591,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3355,81592,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3356,81593,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3357,81594,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3358,81595,City Hotel,2016-06-03,3,25,80.0,1.0,High,240.0,0.0
3359,81614,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3360,81615,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3361,81616,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3362,81617,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3363,81618,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3364,81619,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3365,81620,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3366,81621,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3367,81622,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3368,81623,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3369,81624,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3370,81625,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3371,81626,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3372,81627,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3373,81628,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3374,81629,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3375,81630,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3376,81631,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3377,81632,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3378,81633,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3379,81634,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3380,81635,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3381,81636,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3382,81637,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3383,81638,City Hotel,2016-04-13,4,10,100.0,1.0,High,400.0,0.0
3384,81663,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3385,81664,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3386,81665,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3387,81666,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3388,81667,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3389,81668,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3390,81669,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3391,81670,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3392,81671,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3393,81672,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3394,81673,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3395,81674,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3396,81675,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3397,81676,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3398,81677,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3399,81678,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3400,81679,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3401,81680,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3402,81681,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3403,81682,City Hotel,2016-04-27,4,50,75.0,1.0,High,300.0,0.0
3404,81702,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3405,81703,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3406,81704,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3407,81705,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3408,81706,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3409,81707,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3410,81708,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3411,81709,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3412,81710,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3413,81711,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3414,81712,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3415,81713,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3416,81714,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3417,81715,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3418,81716,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3419,81717,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3420,81718,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3421,81719,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3422,81720,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3423,81721,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3424,81722,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3425,81723,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3426,81724,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3427,81725,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3428,81726,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3429,81727,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3430,81728,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3431,81729,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3432,81730,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3433,81731,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3434,81732,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3435,81733,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3436,81734,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3437,81735,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3438,81736,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3439,81737,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3440,81738,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3441,81739,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3442,81740,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3443,81741,City Hotel,2016-02-21,3,44,75.0,1.0,High,225.0,0.0
3444,81782,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3445,81783,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3446,81784,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3447,81785,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3448,81786,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3449,81787,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3450,81788,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3451,81789,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3452,81790,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3453,81791,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3454,81792,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3455,81793,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3456,81794,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3457,81795,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3458,81796,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3459,81797,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3460,81798,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3461,81799,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3462,81800,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3463,81801,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3464,81802,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3465,81803,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3466,81804,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3467,81805,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3468,81806,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3469,81807,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3470,81808,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3471,81809,City Hotel,2016-02-29,3,44,75.0,1.0,High,225.0,0.0
3472,81810,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3473,81811,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3474,81812,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3475,81813,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3476,81814,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3477,81815,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3478,81816,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3479,81817,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3480,81818,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3481,81819,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3482,81820,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3483,81821,City Hotel,2016-05-31,3,46,115.0,1.0,High,345.0,0.0
3484,81884,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3485,81885,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3486,81886,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3487,81887,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3488,81888,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3489,81889,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3490,81890,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3491,81891,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3492,81892,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3493,81893,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3494,81894,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3495,81895,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3496,81896,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3497,81897,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3498,81898,City Hotel,2016-04-28,3,46,120.0,1.0,High,360.0,0.0
3499,81899,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3500,81900,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3501,81901,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3502,81902,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3503,81903,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3504,81904,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3505,81905,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3506,81906,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3507,81907,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3508,81908,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3509,81909,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3510,81910,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3511,81911,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3512,81912,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3513,81913,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3514,81914,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3515,81915,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3516,81916,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3517,81917,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3518,81918,City Hotel,2016-05-05,6,42,90.0,1.0,High,540.0,0.0
3519,81944,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3520,81945,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3521,81946,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3522,81947,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3523,81948,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3524,81949,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3525,81950,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3526,81951,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3527,81952,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3528,81953,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3529,81954,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3530,81955,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3531,81956,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3532,81957,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3533,81958,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3534,81959,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3535,81960,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3536,81961,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3537,81962,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3538,81963,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3539,81964,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3540,81965,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3541,81966,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3542,81967,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3543,81968,City Hotel,2016-08-05,1,41,65.0,1.0,High,65.0,0.0
3544,81969,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3545,81970,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3546,81971,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3547,81972,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3548,81973,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3549,81974,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3550,81975,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3551,81976,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3552,81977,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3553,81978,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3554,81979,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3555,81980,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3556,81981,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3557,81982,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3558,81983,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3559,81984,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3560,81985,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3561,81986,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3562,81987,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3563,81988,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3564,81989,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3565,81990,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3566,81991,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3567,81992,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3568,81993,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3569,81994,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3570,81995,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3571,81996,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3572,81997,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3573,81998,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3574,81999,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3575,82000,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3576,82001,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3577,82002,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3578,82003,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3579,82004,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3580,82005,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3581,82006,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3582,82007,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3583,82008,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3584,82009,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
3585,82010,City Hotel,2016-03-20,2,22,70.0,1.0,High,140.0,0.0
